url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jdbc/commits/main,12,2
/cicsdev/cics-java-liberty-springboot-jdbc,5,4
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/README.md,4,3
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main,4,1
/cicsdev/cics-java-liberty-springboot-jdbc/issues/3,2,2
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/src/main/resources/application.properties,2,1
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/java/com/ibm/cicsdev/springboot/jdbc,2,1
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/resources,2,1
